,,,,,,,,,,,,,,
,,CLTR411-043,실용영어1,2.0 ,,2.0 ,,"갈스터, 네이슨 존","화3A,3B 목1A,1B",,,외국어교육관-407,교양교육센터,
,,CLTR411-044,실용영어1,2.0 ,,2.0 ,,"갈스터, 네이슨 존","수6A,6B 금5A,5B",,,외국어교육관-407,교양교육센터,
,,CLTR411-045,실용영어1,2.0 ,,2.0 ,,"갈스터, 네이슨 존","월7A,7B 금7A,7B",,,외국어교육관-407,교양교육센터,
,,CLTR411-046,실용영어1,2.0 ,,2.0 ,,"피어슨, 브랜든","화1A,1B 목3A,3B",,,외국어교육관-425,교양교육센터,
,,CLTR411-047,실용영어1,2.0 ,,2.0 ,,"피어슨, 브랜든","화2A,2B 목2A,2B",,,외국어교육관-425,교양교육센터,
,,CLTR411-048,실용영어1,2.0 ,,2.0 ,,"피어슨, 브랜든","화5A,5B 목5A,5B",,,외국어교육관-425,교양교육센터,
,,CLTR411-049,실용영어1,2.0 ,,2.0 ,,"피어슨, 브랜든","화6A,6B 목6A,6B",,,외국어교육관-425,교양교육센터,
,,CLTR411-050,실용영어1,2.0 ,,2.0 ,,"피어슨, 브랜든","화7A,7B 목7A,7B",,,외국어교육관-425,교양교육센터,
,,CLTR411-051,실용영어1,2.0 ,,2.0 ,,"토마스, 재커리 제이","수1A,1B 금3A,3B",,,외국어교육관-422,교양교육센터,
,,CLTR411-052,실용영어1,2.0 ,,2.0 ,,"토마스, 재커리 제이","화5A,5B 목5A,5B",,,외국어교육관-422,교양교육센터,
,,CLTR411-053,실용영어1,2.0 ,,2.0 ,,"토마스, 재커리 제이","화7A,7B 목7A,7B",,,외국어교육관-422,교양교육센터,
,,CLTR411-054,실용영어1,2.0 ,,2.0 ,,"토마스, 재커리 제이","월6A,6B 금6A,6B",,,외국어교육관-422,교양교육센터,
,,CLTR411-055,실용영어1,2.0 ,,2.0 ,,"토마스, 재커리 제이","월7A,7B 금7A,7B",,,외국어교육관-422,교양교육센터,
,,CLTR411-056,실용영어1,2.0 ,,2.0 ,,"쿡, 콜린 제임스","수1A,1B 금3A,3B",,,외국어교육관-413,교양교육센터,
,,CLTR411-057,실용영어1,2.0 ,,2.0 ,,"쿡, 콜린 제임스","화6A,6B 목6A,6B",,,외국어교육관-413,교양교육센터,
,,CLTR411-058,실용영어1,2.0 ,,2.0 ,,"쿡, 콜린 제임스","화7A,7B 목7A,7B",,,외국어교육관-413,교양교육센터,
,,CLTR411-059,실용영어1,2.0 ,,2.0 ,,"쿡, 콜린 제임스","수6A,6B 금5A,5B",,,외국어교육관-413,교양교육센터,
,,CLTR411-060,실용영어1,2.0 ,,2.0 ,,"쿡, 콜린 제임스","월7A,7B 금7A,7B",,,외국어교육관-413,교양교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인기초(실용영어),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR411-061,실용영어1,2.0 ,,2.0 ,,"워트링,앤쏘니","수1A,1B 금3A,3B",,,외국어교육관-421,교양교육센터,
,,CLTR411-062,실용영어1,2.0 ,,2.0 ,,"워트링,앤쏘니","화6A,6B 목6A,6B",,,외국어교육관-421,교양교육센터,
,,CLTR411-063,실용영어1,2.0 ,,2.0 ,,"워트링,앤쏘니","화7A,7B 목7A,7B",,,외국어교육관-421,교양교육센터,
,,CLTR411-064,실용영어1,2.0 ,,2.0 ,,"워트링,앤쏘니","월5A,5B 수5A,5B",,,외국어교육관-421,교양교육센터,
,,CLTR411-065,실용영어1,2.0 ,,2.0 ,,"워트링,앤쏘니","수6A,6B 금5A,5B",,,외국어교육관-421,교양교육센터,
,,CLTR411-066,실용영어1,2.0 ,,2.0 ,,"하이랜드,크리스","화1A,1B 목3A,3B",,,외국어교육관-424,교양교육센터,
,,CLTR411-067,실용영어1,2.0 ,,2.0 ,,"하이랜드,크리스","화2A,2B 목2A,2B",,,외국어교육관-424,교양교육센터,
,,CLTR411-068,실용영어1,2.0 ,,2.0 ,,"하이랜드,크리스","화3A,3B 목1A,1B",,,외국어교육관-424,교양교육센터,
,,CLTR411-069,실용영어1,2.0 ,,2.0 ,,"하이랜드,크리스","화7A,7B 목7A,7B",,,외국어교육관-424,교양교육센터,
,,CLTR411-070,실용영어1,2.0 ,,2.0 ,,"하이랜드,크리스","월5A,5B 수5A,5B",,,외국어교육관-424,교양교육센터,
,,CLTR411-071,실용영어1,2.0 ,,2.0 ,,"하이랜드,크리스","수6A,6B 금5A,5B",,,외국어교육관-424,교양교육센터,
,,CLTR411-072,실용영어1,2.0 ,,2.0 ,,"존슨,오스틴","월3A,3B 금1A,1B",,,외국어교육관-406,교양교육센터,
,,CLTR411-073,실용영어1,2.0 ,,2.0 ,,"존슨,오스틴","수1A,1B 금3A,3B",,,외국어교육관-406,교양교육센터,
,,CLTR411-074,실용영어1,2.0 ,,2.0 ,,"존슨,오스틴","화3A,3B 목1A,1B",,,외국어교육관-406,교양교육센터,
,,CLTR411-075,실용영어1,2.0 ,,2.0 ,,"존슨,오스틴","화5A,5B 목5A,5B",,,외국어교육관-406,교양교육센터,
,,CLTR411-076,실용영어1,2.0 ,,2.0 ,,"존슨,오스틴","화6A,6B 목6A,6B",,,외국어교육관-406,교양교육센터,
,,CLTR411-077,실용영어1,2.0 ,,2.0 ,,"존슨,오스틴","화7A,7B 목7A,7B",,,외국어교육관-406,교양교육센터,
,,CLTR411-078,실용영어1,2.0 ,,2.0 ,,"위드로우, 애덤 크리스토퍼","월3A,3B 금1A,1B",,,외국어교육관-420,교양교육센터,
,,CLTR411-079,실용영어1,2.0 ,,2.0 ,,"위드로우, 애덤 크리스토퍼","화1A,1B 목3A,3B",,,외국어교육관-420,교양교육센터,
,,CLTR411-080,실용영어1,2.0 ,,2.0 ,,"위드로우, 애덤 크리스토퍼","화3A,3B 목1A,1B",,,외국어교육관-420,교양교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인기초(실용영어),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR411-081,실용영어1,2.0 ,,2.0 ,,"위드로우, 애덤 크리스토퍼","화5A,5B 목5A,5B",,,외국어교육관-420,교양교육센터,
,,CLTR411-082,실용영어1,2.0 ,,2.0 ,,"위드로우, 애덤 크리스토퍼","화6A,6B 목6A,6B",,,외국어교육관-420,교양교육센터,
,,CLTR411-083,실용영어1,2.0 ,,2.0 ,,"드니아,토비","월3A,3B 금1A,1B",,,외국어교육관-423,교양교육센터,
,,CLTR411-084,실용영어1,2.0 ,,2.0 ,,"드니아,토비","수1A,1B 금3A,3B",,,외국어교육관-423,교양교육센터,
,,CLTR411-085,실용영어1,2.0 ,,2.0 ,,"드니아,토비","화6A,6B 목6A,6B",,,외국어교육관-423,교양교육센터,
,,CLTR411-086,실용영어1,2.0 ,,2.0 ,,"드니아,토비","월5A,5B 수5A,5B",,,외국어교육관-423,교양교육센터,
,,CLTR411-087,실용영어1,2.0 ,,2.0 ,,"드니아,토비","월6A,6B 금6A,6B",,,외국어교육관-423,교양교육센터,
,,CLTR411-088,실용영어1,2.0 ,,2.0 ,,"드니아,토비","월7A,7B 금7A,7B",,,외국어교육관-423,교양교육센터,
,,CLTR411-089,실용영어1,2.0 ,,2.0 ,,"노울, 디터","화1A,1B 목3A,3B",,,외국어교육관-404,교양교육센터,
,,CLTR411-090,실용영어1,2.0 ,,2.0 ,,"노울, 디터","화2A,2B 목2A,2B",,,외국어교육관-404,교양교육센터,
,,CLTR411-091,실용영어1,2.0 ,,2.0 ,,"노울, 디터","화5A,5B 목5A,5B",,,외국어교육관-404,교양교육센터,
,,CLTR411-092,실용영어1,2.0 ,,2.0 ,,"노울, 디터","화7A,7B 목7A,7B",,,외국어교육관-404,교양교육센터,
,,CLTR411-093,실용영어1,2.0 ,,2.0 ,,"노울, 디터","월7A,7B 금7A,7B",,,외국어교육관-404,교양교육센터,
,,CLTR411-094,실용영어1,2.0 ,,2.0 ,,"맨티, 타샤 리앤","월1A,1B 수3A,3B",,,외국어교육관-405,교양교육센터,
,,CLTR411-095,실용영어1,2.0 ,,2.0 ,,"맨티, 타샤 리앤","월3A,3B 금1A,1B",,,외국어교육관-405,교양교육센터,
,,CLTR411-096,실용영어1,2.0 ,,2.0 ,,"맨티, 타샤 리앤","화1A,1B 목3A,3B",,,외국어교육관-405,교양교육센터,
,,CLTR411-097,실용영어1,2.0 ,,2.0 ,,"맨티, 타샤 리앤","화2A,2B 목2A,2B",,,외국어교육관-405,교양교육센터,
,,CLTR411-098,실용영어1,2.0 ,,2.0 ,,"맨티, 타샤 리앤","화3A,3B 목1A,1B",,,외국어교육관-405,교양교육센터,
,,CLTR411-099,실용영어1,2.0 ,,2.0 ,,워터스 더스틴,"화2A,2B 목2A,2B",,,외국어교육관-419,교양교육센터,
,,CLTR411-100,실용영어1,2.0 ,,2.0 ,,워터스 더스틴,"화3A,3B 목1A,1B",,,외국어교육관-419,교양교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인기초(실용영어),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR411-101,실용영어1,2.0 ,,2.0 ,,워터스 더스틴,"월5A,5B 수5A,5B",,,외국어교육관-419,교양교육센터,
,,CLTR411-102,실용영어1,2.0 ,,2.0 ,,워터스 더스틴,"수6A,6B 금5A,5B",,,외국어교육관-419,교양교육센터,
,,CLTR411-103,실용영어1,2.0 ,,2.0 ,,워터스 더스틴,"월7A,7B 금7A,7B",,,외국어교육관-419,교양교육센터,
,,CLTR411-104,실용영어1,2.0 ,,2.0 ,,"휴거, 이안 에드먼드","수1A,1B 금3A,3B",,,외국어교육관-403,교양교육센터,
,,CLTR411-105,실용영어1,2.0 ,,2.0 ,,"휴거, 이안 에드먼드","월5A,5B 수5A,5B",,,외국어교육관-403,교양교육센터,
,,CLTR411-106,실용영어1,2.0 ,,2.0 ,,"휴거, 이안 에드먼드","수6A,6B 금5A,5B",,,외국어교육관-403,교양교육센터,
,,CLTR411-107,실용영어1,2.0 ,,2.0 ,,"휴거, 이안 에드먼드","월6A,6B 금6A,6B",,,외국어교육관-403,교양교육센터,
,,CLTR411-108,실용영어1,2.0 ,,2.0 ,,"휴거, 이안 에드먼드","월7A,7B 금7A,7B",,,외국어교육관-403,교양교육센터,
,,CLTR411-109,실용영어1,2.0 ,,2.0 ,,"밴 윅, 쿳 요한스","월2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-112,교양교육센터,
,,CLTR411-110,실용영어1,2.0 ,,2.0 ,,"하딩, 그래함 존","월2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-110,교양교육센터,
,,CLTR411-111,실용영어1,2.0 ,,2.0 ,,"정, 앤디 에이치 티","월2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,CLTR411-112,실용영어1,2.0 ,,2.0 ,,"밴 윅, 쿳 요한스","월5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-112,교양교육센터,
,,CLTR411-113,실용영어1,2.0 ,,2.0 ,,"하딩, 그래함 존","월5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-110,교양교육센터,
,,CLTR411-114,실용영어1,2.0 ,,2.0 ,,"정, 앤디 에이치 티","월5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,CLTR411-115,실용영어1,2.0 ,,2.0 ,,"밴 윅, 쿳 요한스","월7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-112,교양교육센터,
,,CLTR411-116,실용영어1,2.0 ,,2.0 ,,"정, 앤디 에이치 티","월7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인기초(실용영어),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR411-117,실용영어1,2.0 ,,2.0 ,,"하딩, 그래함 존","월7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-110,교양교육센터,
,,CLTR411-118,실용영어1,2.0 ,,2.0 ,,"정, 앤디 에이치 티","화2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,CLTR411-119,실용영어1,2.0 ,,2.0 ,,김준홍,"화2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-115,교양교육센터,
,,CLTR411-120,실용영어1,2.0 ,,2.0 ,,캐서린 조,"화2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-109,교양교육센터,
,,CLTR411-121,실용영어1,2.0 ,,2.0 ,,"정, 앤디 에이치 티","화5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,CLTR411-122,실용영어1,2.0 ,,2.0 ,,"밴 윅, 쿳 요한스","화5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-112,교양교육센터,
,,CLTR411-123,실용영어1,2.0 ,,2.0 ,,캐서린 조,"화5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-109,교양교육센터,
,,CLTR411-124,실용영어1,2.0 ,,2.0 ,,김준홍,"화5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-115,교양교육센터,
,,CLTR411-125,실용영어1,2.0 ,,2.0 ,,"밴 윅, 쿳 요한스","화7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-112,교양교육센터,
,,CLTR411-126,실용영어1,2.0 ,,2.0 ,,"하딩, 그래함 존","화7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-110,교양교육센터,
,,CLTR411-127,실용영어1,2.0 ,,2.0 ,,"밴 윅, 쿳 요한스","수2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-112,교양교육센터,
,,CLTR411-128,실용영어1,2.0 ,,2.0 ,,"정, 앤디 에이치 티","수2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,CLTR411-129,실용영어1,2.0 ,,2.0 ,,"하딩, 그래함 존","수5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-110,교양교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인기초(실용영어),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR411-130,실용영어1,2.0 ,,2.0 ,,김준홍,"수5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-115,교양교육센터,
,,CLTR411-131,실용영어1,2.0 ,,2.0 ,,"하딩, 그래함 존","수7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-110,교양교육센터,
,,CLTR411-132,실용영어1,2.0 ,,2.0 ,,"정, 앤디 에이치 티","목2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,CLTR411-133,실용영어1,2.0 ,,2.0 ,,"하딩, 그래함 존","목2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-110,교양교육센터,
,,CLTR411-134,실용영어1,2.0 ,,2.0 ,,"밴 윅, 쿳 요한스","목5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-112,교양교육센터,
,,CLTR411-135,실용영어1,2.0 ,,2.0 ,,김준홍,"목5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-115,교양교육센터,
,,CLTR411-136,실용영어1,2.0 ,,2.0 ,,"정, 앤디 에이치 티","목5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,CLTR411-137,실용영어1,2.0 ,,2.0 ,,"밴 윅, 쿳 요한스","목7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-112,교양교육센터,
,,CLTR411-138,실용영어1,2.0 ,,2.0 ,,"하딩, 그래함 존","목7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-110,교양교육센터,
,,CLTR412-001,실용영어2,2.0 ,,2.0 ,,"위드로우, 애덤 크리스토퍼","월1A,1B 수3A,3B",,,외국어교육관-420,교양교육센터,
,,CLTR412-002,실용영어2,2.0 ,,2.0 ,,"존슨,오스틴","화1A,1B 목3A,3B",,,외국어교육관-406,교양교육센터,
,,CLTR412-003,실용영어2,2.0 ,,2.0 ,,"빌즈, 그라함 해롤드","수1A,1B 금3A,3B",,,외국어교육관-402,교양교육센터,
,,CLTR412-004,실용영어2,2.0 ,,2.0 ,,"워트링,앤쏘니","월6A,6B 금6A,6B",,,외국어교육관-421,교양교육센터,
,,CLTR412-005,실용영어2,2.0 ,,2.0 ,,"쿡, 콜린 제임스","화5A,5B 목5A,5B",,,외국어교육관-413,교양교육센터,
,,CLTR412-006,실용영어2,2.0 ,,2.0 ,,"하이랜드,크리스","화6A,6B 목6A,6B",,,외국어교육관-424,교양교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인기초(실용영어),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR412-007,실용영어2,2.0 ,,2.0 ,,김준홍,"수7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-115,교양교육센터,
,,CLTR412-008,실용영어2,2.0 ,,2.0 ,,김준홍,"목2A,2B 3A,3B",,,상주캠퍼스 산학연종합지원센타-115,교양교육센터,
,,CLTR413-001,비즈니스영어,2.0 ,,2.0 ,,워터스 더스틴,"화1A,1B 목3A,3B",,,외국어교육관-419,교양교육센터,
,,CLTR413-002,비즈니스영어,2.0 ,,2.0 ,,"휴거, 이안 에드먼드","화3A,3B 목1A,1B",,,외국어교육관-403,교양교육센터,
,,CLTR413-003,비즈니스영어,2.0 ,,2.0 ,,"맨티, 타샤 리앤","월7A,7B 금7A,7B",,,외국어교육관-405,교양교육센터,
,,CLTR413-004,비즈니스영어,2.0 ,,2.0 ,,"노울, 디터","화6A,6B 목6A,6B",,,외국어교육관-404,교양교육센터,
,,CLTR413-005,비즈니스영어,2.0 ,,2.0 ,,"드니아,토비","수6A,6B 금5A,5B",,,외국어교육관-423,교양교육센터,
,,CLTR413-006,비즈니스영어,2.0 ,,2.0 ,,"정, 앤디 에이치 티","목7A,7B 8A,8B",,,상주캠퍼스 산학연종합지원센타-111,교양교육센터,
,,CLTR414-001,Academic English,2.0 ,,2.0 ,,"갈스터, 네이슨 존","화1A,1B 목3A,3B",,,외국어교육관-407,교양교육센터,
,,CLTR414-002,Academic English,2.0 ,,2.0 ,,"피어슨, 브랜든","화3A,3B 목1A,1B",,,외국어교육관-425,교양교육센터,
,,CLTR414-003,Academic English,2.0 ,,2.0 ,,"토마스, 재커리 제이","화6A,6B 목6A,6B",,,외국어교육관-422,교양교육센터,
,,CLTR414-004,Academic English,2.0 ,,2.0 ,,캐서린 조,"월5A,5B 6A,6B",,,상주캠퍼스 산학연종합지원센타-109,교양교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인기초(소프트웨어),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR195-001,C/C++프로그래밍기초,3.0 ,,2.0 ,2.0 ,박보석,"월2A,2B 3A,3B 금2A,2B 3A,3B",,,종합정보센타-202,고분자공학과,
,,CLTR195-002,C/C++프로그래밍기초,3.0 ,,2.0 ,2.0 ,하숙정,"월2A,2B 3A,3B 금2A,2B 3A,3B",,,종합정보센타-302,고분자공학과,
,,CLTR195-003,C/C++프로그래밍기초,3.0 ,,2.0 ,2.0 ,서정훈,"월1A,1B 2A,2B 3A,3B 4A,4B",,,상주캠퍼스 도서관 및 10호관-310,소프트웨어학과,
,,CLTR195-004,C/C++프로그래밍기초,3.0 ,,2.0 ,2.0 ,류춘하,"금5A,5B 6A,6B 7A,7B 8A,8B",,,종합정보센타-201,소프트웨어교육센터,
,,CLTR262-001,SW와 문제해결 기초,3.0 ,,3.0 ,,김성훈,"수7A,7B,8A 8B,9A,9B",,,상주캠퍼스 도서관 및 10호관-401,소프트웨어학과,
,,CLTR262-002,SW와 문제해결 기초,3.0 ,,3.0 ,,하숙정,"목6A,6B 7A,7B 8A,8B",,,종합정보센타-405,소프트웨어교육센터,
,,CLTR263-001,문화 기술 개론,3.0 ,,3.0 ,,김항준,"월1A,1B,2A 수1A,1B,2A",,,IT융복합관(IT융복합공학관)-B102,컴퓨터학부,
,,CLTR263-002,문화 기술 개론,3.0 ,,3.0 ,,김항준,"월8B,9A,9B 수7A,7B,8A",,,IT융복합관(IT융복합공학관)-B102,컴퓨터학부,
,,CLTR263-003,문화 기술 개론,3.0 ,,3.0 ,,정원일,"화7A,7B,8A 목7A,7B,8A",,,IT융복합관(IT융복합공학관)-B102,소프트웨어교육센터,
,,CLTR266-001,SW 사고기법,3.0 ,,3.0 ,,이호경,"월5B,6A,6B 수7A,7B,8A",,,IT융복합관(IT융복합공학관)-351,글로벌소프트웨어융합전공,
,,CLTR266-002,SW 사고기법,3.0 ,,3.0 ,,이호경,"월7A,7B,8A 수5B,6A,6B",,,IT융복합관(IT융복합공학관)-351,글로벌소프트웨어융합전공,
,,CLTR266-003,SW 사고기법,3.0 ,,3.0 ,,이호경,"화5B,6A,6B 목5B,6A,6B",,,IT융복합관(IT융복합공학관)-B102,소프트웨어교육센터,
,,CLTR270-001,SW 컨텐츠 제작,3.0 ,,3.0 ,,송무희,"화7A,7B 8A,8B 목7A,7B 8A,8B",,,종합정보센타-302,농업토목공학전공,
,,CLTR270-002,SW 컨텐츠 제작,3.0 ,,2.0 ,2.0 ,송무희,"월5A,5B 6A,6B 7A,7B 8A,8B",,,종합정보센타-201,소프트웨어교육센터,
,,CLTR372-001,인공지능의 이해,3.0 ,,3.0 ,,김성훈,"목7A,7B,8A 8B,9A,9B",,,상주캠퍼스 도서관 및 10호관-401,소프트웨어학과,
,,CLTR372-002,인공지능의 이해,3.0 ,,3.0 ,,조규철,"화1A,1B,2A 목2B,3A,3B",,,IT융복합관(IT융복합공학관)-B102,소프트웨어교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인기초(소프트웨어),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR372-003,인공지능의 이해,3.0 ,,3.0 ,,박종태,"화2B,3A,3B 목1A,1B,2A",,,IT융복합관(IT융복합공학관)-B102,소프트웨어교육센터,
,,CLTR373-001,빅데이터 기초 실습,3.0 ,,2.0 ,2.0 ,안현숙,"수5A,5B 6A,6B 7A,7B 8A,8B",,,군위농장 친환경농업교육및연구센터-108,농산업학과,
,,CLTR373-002,빅데이터 기초 실습,3.0 ,,2.0 ,2.0 ,최창훈,"화1A,1B 2A,2B 3A,3B 4A,4B",,,상주캠퍼스 도서관 및 10호관-310,소프트웨어학과,
,,CLTR373-003,빅데이터 기초 실습,3.0 ,,2.0 ,2.0 ,최창훈,"화6A,6B 7A,7B 8A,8B 9A,9B",,,상주캠퍼스 도서관 및 10호관-310,소프트웨어학과,
,,CLTR373-004,빅데이터 기초 실습,3.0 ,,2.0 ,2.0 ,류춘하,"월5A,5B 6A,6B 7A,7B 8A,8B",,,종합정보센타-304,소프트웨어교육센터,
,,CLTR373-005,빅데이터 기초 실습,3.0 ,,2.0 ,2.0 ,송무희,"금1A,1B 2A,2B 3A,3B 4A,4B",,,종합정보센타-304,소프트웨어교육센터,
,,CLTR373-006,빅데이터 기초 실습,3.0 ,,2.0 ,2.0 ,송무희,"화5A,5B 6A,6B 목5A,5B 6A,6B",,,종합정보센타-302,소프트웨어교육센터,
,,CLTR373-007,빅데이터 기초 실습,3.0 ,,2.0 ,2.0 ,류은경,"월2A,2B 3A,3B 수2A,2B 3A,3B",,,종합정보센타-201,소프트웨어교육센터,
,,CLTR373-008,빅데이터 기초 실습,3.0 ,,2.0 ,2.0 ,안현숙,"화3A,3B 4A,4B 목3A,3B 4A,4B",,,종합정보센타-302,소프트웨어교육센터,
,,,,,,,,,,,,,,
,,,,수  업  시  간  표,,,,,,,,,,
첨성인핵심(인문.사회-언어와문학),,,,,,,,,,,2019학년도 제 1학기,,,
학년,구분,교과번호-분반,교과목명,학점,,강의,실습,   담당교수,"강의시간(요일,교시)",,,강의실,강좌관리과,
,,CLTR003-001,실용화법,3.0 ,,3.0 ,,김령환,"월7A,7B,8A 금7A,7B,8A",,,사회과학대학-201,사회복지학부,
,,CLTR003-003,실용화법,3.0 ,,3.0 ,,박소은,"토8A,8B 9A,9B 10A,10B",,,농대1호관-401,농산업학과,
,,CLTR003-004,실용화법,3.0 ,,3.0 ,,정수진,"화1A,1B,2A 목2B,3A,3B",,,조형관(제3합동강의동)-101,음악학과,
,,CLTR003-005,실용화법,3.0 ,,3.0 ,,정수진,"월8B,9A,9B 수7A,7B,8A",,,조형관(제3합동강의동)-101,디자인학과,
,,CLTR003-007,실용화법,3.0 ,,3.0 ,,김령환,"월1A,1B,2A 수2B,3A,3B",,,제4합동강의동-402,치의예과,
,,CLTR003-008,실용화법,3.0 ,,3.0 ,,최준,"화8B,9A,9B 목8B,9A,9B",,,IT대학1호관(공대10호관)-101,전자공학부,
,,CLTR003-009,실용화법,3.0 ,,3.0 ,,박소은,"수8B,9A,9B 금8B,9A,9B",,,IT대학1호관(공대10호관)-101,전자공학부,
,,CLTR003-010,실용화법,3.0 ,,3.0 ,,최준,"월1A,1B,2A 수2B,3A,3B",,,IT융복합관(IT융복합공학관)-B101,글로벌소프트웨어융합전공,
,,CLTR003-011,실용화법,3.0 ,,3.0 ,,임태성,"목1A,1B,2A 2B,3A,3B",,,상주캠퍼스 제9호관-103,건설방재공학부,
,,CLTR003-012,실용화법,3.0 ,,3.0 ,,임태성,"목7A,7B,8A 8B,9A,9B",,,상주캠퍼스 제9호관-101,건설방재공학부,
,,CLTR003-013,실용화법,3.0 ,,3.0 ,,김정아,"금1A,1B,2A 2B,3A,3B",,,상주캠퍼스 도서관 및 10호관-405,융복합시스템공학부,
,,CLTR003-014,실용화법,3.0 ,,3.0 ,,김정아,"금4A,4B,5A 5B,6A,6B",,,상주캠퍼스 도서관 및 10호관-301,소프트웨어학과,
,,CLTR016-001,교양한문,3.0 ,,3.0 ,,박정희,"화7A,7B,8A 목7A,7B,8A",,,KNU글로벌프라자-401,중어중문학과,
,,CLTR016-002,교양한문,3.0 ,,3.0 ,,이미진,"화8B,9A,9B 목8B,9A,9B",,,인문대학-110,사학과,
,,CLTR016-003,교양한문,3.0 ,,3.0 ,,박정희,"화5B,6A,6B 목5B,6A,6B",,,조형관(제3합동강의동)-104,한문학과,
,,CLTR016-004,교양한문,3.0 ,,3.0 ,,류영수,"수1A,1B 2A,2B 3A,3B",,,군위농장 친환경농업교육및연구센터-204,농산업학과,
,,CLTR016-005,교양한문,3.0 ,,3.0 ,,김수현,"수8B,9A,9B 금8B,9A,9B",,,제4합동강의동-109,국어교육과,
,,CLTR016-006,교양한문,3.0 ,,3.0 ,,최윤영,"월7A,7B,8A 8B,9A,9B",,,상주캠퍼스 도서관 및 10호관-303,생태관광전공,
